504,18,40,40,67.26,98.67
504,19,80,0,80,20
504,20,30,30,58.5,61.57
504,21,40,40,82.1,78
504,22,10,51.3,27.94,80
506,1,99.8,0,100,34.92
506,2,0,80,20,80
506,3,30,30,61.57,58.5
506,4,40,40,98.67,67.26
506,5,40,40,80,80
506,6,100,0,100,25
506,7,30,30,60,60
506,8,0,80,39.03,80
506,9,80,0,80,39.03
506,10,0,100,34.92,100
506,11,74,0,74,50.45
506,12,0,100,25,100
506,13,40,40,78,82.1
506,14,0,74,50.45,74
506,15,100,0,100,48.79
506,16,0,100,48.79,100
506,17,80,0,80,27.94
506,18,40,40,67.26,98.67
506,19,80,0,80,20
506,20,30,30,58.5,61.57
506,21,40,40,82.1,78
506,22,0,80,27.94,80
507,1,100,0,100,34.92
507,2,0,80,20,80
507,3,30,30,61.57,58.5
507,4,98.67,0,98.67,67.26
507,5,40,40,80,80
507,6,100,0,100,25
507,7,30,30,60,60
507,8,0,80,39.03,80
507,9,80,0,80,39.03
507,10,0,100,34.92,100
507,11,74,0,74,50.45
507,12,0,100,25,100
507,13,40,40,78,82.1
507,14,0,74,50.45,74
507,15,100,0,100,48.79
507,16,0,100,48.79,100
507,17,80,0,80,27.94
507,18,0,98.67,67.26,98.67
507,19,80,0,80,20
507,20,30,30,58.5,61.57
507,21,41.6,38.4,82.1,78
507,22,0,80,27.94,80
509,1,25.88,25.88,100,34.92
509,2,16,16,20,80
509,3,30,30,61.57,58.5
509,4,40,40,98.67,67.26
509,5,40,40,80,80
509,6,20,20,100,25
509,7,30,30,60,60
509,8,26.23,26.23,39.03,80
509,9,26.23,26.23,80,39.03
509,10,25.88,25.88,34.92,100
509,11,30,30,74,50.45
509,12,20,20,25,100
509,13,40,40,78,82.1
509,14,30,30,50.45,74
509,15,32.79,32.79,100,48.79
509,16,32.8,32.7,48.79,100
509,17,20.7,20.7,80,27.94
509,18,40,40,67.26,98.67
509,19,16,16,80,20
509,20,30,30,58.5,61.57
509,21,40,40,82.1,78
509,22,20.7,20.7,27.94,80
510,1,69.8,10.5,100,34.92
510,2,11.2,35.2,20,80
510,3,30.8,29.2,61.57,58.5
510,4,44.6,36.8,98.67,67.26
510,5,40,40,80,80
510,6,20,20,100,25
510,7,29.4,30.6,60,60
510,8,21,36.9,39.03,80
510,9,35.6,21.6,80,39.03
510,10,21.6,38.1,34.92,100
510,11,36.8,25.3,74,50.45
510,12,15.2,39.2,25,100
510,13,40,40,78,82.1
510,14,28.2,32.6,50.45,74
510,15,35.8,31.3,100,48.79
510,16,23.2,52.4,48.79,100
510,17,21.6,20.3,80,27.94
510,18,40,40,67.26,98.67
510,19,36.8,10.8,80,20
510,20,30,30,58.5,61.57
510,21,40,40,82.1,78
510,22,18.2,27.8,27.94,80
601,1,25.88,25.88,100,34.92
601,2,16,16,20,80
601,3,30,30,61.57,58.5
601,4,40,40,98.67,67.26
601,5,40,40,80,80
601,6,20,20,100,25
601,7,30,30,60,60
601,8,26.23,26.23,39.03,80
601,9,26.23,26.23,80,39.03
601,10,25.88,25.88,34.92,100
601,11,30,30,74,50.45
601,12,20,20,25,100
601,13,40,40,78,82.1
601,14,30,30,50.45,74
601,15,32.79,32.79,100,48.79
601,16,32.79,32.79,48.79,100
601,17,20.7,20.7,80,27.94
601,18,40,40,67.26,98.67
601,19,16,16,80,20
601,20,30,30,58.5,61.57
601,21,40,40,82.1,78
601,22,20.7,20.7,27.94,80
602,1,100,0,100,34.92
602,2,0,80,20,80
602,3,30,30,61.57,58.5
602,4,40,40,98.67,67.26
602,5,40,40,80,80
602,6,100,0,100,25
602,7,30,30,60,60
602,8,0,80,39.03,80
602,9,80,0,80,39.03
602,10,0,100,34.92,100
602,11,30,30,74,50.45
602,12,0,100,25,100
602,13,40,40,78,82.1
602,14,30,30,50.45,74
602,15,100,0,100,48.79
602,16,0,100,48.79,100
602,17,79.8,0,80,27.94
602,18,40,40,67.26,98.67
602,19,80,0,80,20
602,20,30,30,58.5,61.57
602,21,40,40,82.1,78
602,22,0,80,27.94,80
